0,375,1,7,3,0,417,4
0,373,1,7,3,0,444,4
0,379,1,6,3,0,444,4
0,382,1,6,3,0,545,3
0,392,1,6,3,0,646,9
0,397,1,7,3,0,774,12
3,405,1,6,3,0,862,13
4,418,1,5,2,0,934,13
5,431,2,5,0,0,1233,16
5,428,2,6,0,0,1251,21
5,441,2,6,0,0,1486,22
5,455,2,7,0,0,1614,20
5,468,2,7,0,0,1805,21
5,480,2,7,0,0,1933,21
5,490,2,7,1,0,2130,27
5,498,2,7,0,0,2464,27
5,513,2,6,0,0,2610,25
5,531,2,5,0,0,2839,24
3,551,2,5,0,0,2970,20
3,562,2,5,0,1,3314,17
3,577,1,5,0,1,3617,17
1,596,1,5,1,1,3778,16
1,603,1,7,2,1,4052,14
1,617,1,7,2,1,4233,5
1,631,1,7,2,1,4581,5
1,647,1,7,2,1,4939,2
1,661,1,7,2,1,5149,3
1,680,1,9,3,1,5089,5
1,698,1,11,3,1,5770,5
1,718,1,11,4,1,6206,6
0,734,3,12,4,0,6336,7
0,3734,3,13,6,0,6738,-20
0,3747,3,12,8,0,6690,6
0,3759,3,12,10,0,7077,6
0,3770,3,13,10,0,7590,7
0,3782,3,13,8,0,7875,7
0,3792,3,12,10,0,8058,6
0,3801,3,11,10,0,8024,5
0,3811,3,11,9,0,8071,4
0,3825,3,11,8,0,8351,4
0,3847,3,8,8,0,8363,3
0,3865,2,7,8,1,8490,1
0,3876,2,7,6,1,8317,3
0,3885,2,9,7,1,8452,4
0,3894,2,6,7,1,8103,5
0,3898,0,6,7,1,8334,4
0,3905,0,6,7,1,8123,4
0,3907,0,6,8,1,7864,5
0,3914,0,7,7,1,7670,5
0,3919,0,6,6,1,7578,9
0,3920,0,6,6,1,5133,9
0,3929,0,15,6,1,4691,9
0,3933,0,17,6,1,4577,9
0,3936,0,18,3,1,4192,9
0,3939,0,18,3,1,3949,9
0,3945,0,18,3,1,3574,8
0,3954,0,21,3,1,3657,7
0,3967,0,23,3,1,3489,9
0,3981,0,27,1,1,3289,9
0,3988,0,31,1,1,3167,5
0,3998,0,32,1,1,2935,5
0,4011,0,34,1,1,2754,5
0,4027,0,36,1,0,2496,5
0,4039,0,36,0,0,2593,5
0,4047,0,34,0,0,2395,3
0,4052,0,34,0,0,2193,2
0,4062,0,36,1,0,2088,2
0,4066,0,38,1,0,1978,3
0,4074,0,38,0,0,1876,5
0,4083,0,46,0,0,1819,5
0,4090,0,46,0,0,1727,4
0,4100,0,45,0,0,1573,4
0,4105,0,47,0,0,1313,4
0,4114,0,36,0,0,1341,4
0,4118,0,33,0,0,1250,4
0,4125,0,33,0,0,1176,4
0,4133,0,32,0,0,1127,4
0,4138,0,33,0,0,1008,4
0,4144,0,32,0,0,984,4
0,4146,0,26,0,0,999,3
0,4147,0,23,0,0,902,3
0,4151,0,23,0,0,815,3
0,4153,0,23,0,0,743,6
0,4159,0,23,0,0,701,6
0,4160,0,22,2,0,594,6
0,4164,0,6,2,0,543,9
0,4165,0,9,2,0,554,9
0,4165,0,10,2,0,519,16
0,4165,0,10,2,0,461,16
0,4167,0,10,2,0,422,14
0,4171,0,9,2,0,365,22
0,4174,0,8,0,0,349,22
0,4178,0,7,0,0,353,22
0,4179,0,7,2,0,301,20
0,4181,0,6,1,0,301,17
0,4182,0,6,2,0,288,17
0,4193,0,6,2,0,300,16
0,4196,0,6,3,0,279,14
0,4208,0,5,3,0,276,11
0,4218,0,2,3,0,256,11
0,4220,0,3,3,0,253,13
0,4225,0,3,3,0,264,15
0,4231,0,3,5,0,267,15
0,4242,0,1,4,0,253,16
0,4257,0,1,4,0,247,18
0,4268,0,2,6,0,251,19
0,4273,0,4,4,0,242,24
0,4280,0,4,4,0,214,17
0,4285,0,4,6,0,216,19
0,4289,0,4,8,0,207,20
0,4294,0,4,8,0,204,20
0,4304,0,5,8,0,193,44
1,4310,0,4,8,0,183,40
1,4317,0,6,8,0,173,48
1,4322,0,4,10,0,173,52
1,4329,0,6,10,0,172,56
1,4333,0,4,12,0,166,53
1,4345,0,4,12,0,154,53
1,4353,0,6,11,0,153,50
1,4358,4,6,12,0,143,50
0,4364,4,7,10,0,147,49
0,4368,5,5,10,0,71,46
0,4372,5,6,14,0,61,42
0,4379,5,3,12,0,49,42
0,4382,5,6,13,0,38,23
0,4390,5,6,13,0,30,14
0,4392,6,8,16,0,20,14
0,4401,6,8,17,0,15,16
0,4406,6,8,18,0,8,12
0,4409,6,8,19,0,4,10
0,4416,6,8,19,0,4,10
0,4416,7,9,18,0,4,10
0,4416,8,10,18,0,4,10
0,4416,8,13,18,0,4,10
0,4416,8,10,18,0,4,10
0,4416,12,8,18,0,4,10
0,4433,8,8,23,0,4,17
0,4445,8,8,45,0,3,21
0,4449,8,9,37,0,3,12
1,4456,8,10,36,0,3,18
1,4461,8,13,35,0,3,18
1,4464,7,13,37,0,2,20
1,4474,7,15,37,0,1,16
1,4485,7,16,37,0,1,18
1,4489,7,18,38,0,1,21
1,4495,7,15,39,0,0,21
1,4499,7,14,38,0,0,25
0,4499,8,14,36,0,0,32
1,4503,6,14,22,0,0,30
2,4511,6,13,19,0,0,24
2,4515,6,14,17,0,0,24
2,4524,6,14,17,0,-1,21
2,4529,7,12,11,0,0,23
2,4535,7,13,10,0,0,25
2,4544,13,13,9,0,0,19
2,4550,13,12,7,0,0,14
1,4552,13,13,7,0,0,14
1,4557,13,15,5,0,0,13
1,4561,13,18,2,0,0,13
1,4567,15,24,0,0,0,12
0,4569,15,24,0,3,0,13
0,4571,9,23,0,4,0,12
0,4580,10,21,0,4,0,14
0,4586,10,21,0,4,5,11
0,4589,10,18,0,4,6,11
0,4592,11,18,1,4,7,11
0,4597,8,18,0,4,7,8
0,4604,8,19,0,4,7,12
0,4613,9,15,0,4,6,13
0,4629,9,14,0,4,8,14
0,4659,10,12,0,4,10,15
0,4695,12,14,0,4,12,11
1,4718,12,15,3,0,13,11
1,4736,9,14,3,0,14,10
1,4752,9,15,3,0,14,9
1,4770,11,16,4,0,14,8
1,4779,11,18,4,0,14,7
1,4794,11,18,3,0,14,13
1,4805,11,18,3,0,14,12
1,4818,11,23,5,0,15,16
1,4827,6,24,5,0,7,16
1,4852,7,26,8,0,8,12
1,4869,4,29,7,0,10,12
1,4874,4,29,11,0,18,14
1,4893,4,25,10,0,29,16
1,4904,10,17,10,0,32,20
1,4911,11,22,13,0,36,20
0,4919,11,23,11,0,38,18
0,4924,17,24,11,0,41,18
0,4930,16,25,10,0,38,18
0,4941,17,29,12,0,39,18
0,4947,19,28,15,0,40,18
0,4953,19,27,15,0,45,15
0,4964,19,29,15,0,40,17
0,4980,19,32,15,0,38,14
0,4987,17,32,12,0,35,15
0,4989,19,36,11,0,29,17
0,4991,19,37,10,0,28,18
0,5003,19,37,12,0,26,15
0,5012,14,34,11,0,30,14
0,5020,9,34,11,0,33,13
0,5022,7,36,11,0,34,14
0,5025,8,35,6,0,34,14
0,5030,9,33,5,0,34,13
0,5029,8,36,5,0,31,12
0,5030,8,31,2,0,33,12
0,5033,8,25,1,0,30,12
0,5036,8,21,1,0,31,12
0,5037,8,21,0,0,31,13
0,5039,8,18,0,0,31,15
0,5042,5,15,0,0,30,14
0,5045,4,16,0,0,30,14
0,5047,5,16,0,0,23,15
0,5050,5,8,1,0,20,16
0,5056,5,9,0,0,21,13
0,5058,2,10,1,0,22,13
0,5060,1,10,5,0,21,9
0,5063,1,10,2,0,21,10
0,5063,1,10,2,0,24,11
0,5065,3,11,2,0,22,11
0,5066,4,11,2,0,21,11
0,5069,4,11,3,0,21,10
0,5071,4,12,3,0,15,9
0,5075,4,11,4,0,16,8
0,5078,4,12,5,0,17,8
0,5080,4,13,5,0,19,7
0,5082,4,14,3,0,20,6
0,5084,5,13,3,0,21,5
0,5084,5,9,3,0,21,5
0,5085,4,9,3,0,25,4
0,5089,4,8,3,0,25,3
0,5089,4,8,3,0,25,3
0,5091,2,8,3,0,27,4
0,5092,3,6,2,0,25,4
0,5095,3,6,4,0,25,3
0,5096,3,8,3,0,25,4
0,5100,3,8,4,0,25,3
0,5101,2,8,4,0,20,3
0,5108,2,9,3,0,16,3
0,5112,1,12,3,0,17,3
0,5118,2,13,3,0,15,3
0,5123,2,12,3,0,15,3
0,5126,2,12,6,0,11,3
0,5129,2,16,3,0,10,3
2,5135,2,15,4,0,8,4
2,5139,1,22,4,0,7,3
2,5151,1,22,4,0,5,3
2,5153,0,25,4,0,6,4
4,5155,0,27,3,0,4,4
4,5156,0,34,3,0,4,7
4,5161,0,38,5,0,5,8
5,5166,0,40,4,0,5,9
5,5172,0,46,3,0,2,8
5,5180,0,45,4,0,2,8
5,5180,0,48,7,0,2,9
5,5183,0,46,7,0,1,9
5,5186,0,52,10,0,1,10
5,5188,0,54,12,0,1,10
5,5195,1,58,14,0,1,11
5,5197,1,66,15,0,1,10
5,5202,1,75,15,0,1,12
4,5205,1,78,16,0,1,13
4,5207,1,80,16,0,0,13
4,5212,1,84,14,0,0,11
4,5216,1,81,14,0,-1,10
3,5219,1,83,15,0,-1,10
3,5223,1,85,12,0,-1,10
3,5224,1,91,11,0,-1,10
1,5227,0,98,14,0,-1,10
0,5227,1,101,15,0,-1,11
0,5229,2,107,15,0,0,10
0,5234,2,117,18,0,0,11
0,5237,2,118,18,0,0,15
0,5242,2,128,12,0,0,17
0,5242,3,135,13,0,1,16
0,5245,5,129,13,0,1,14
0,5246,6,130,13,0,1,16
0,5249,6,133,13,0,1,14
0,5256,6,119,8,0,1,18
0,5262,6,125,9,0,1,18
0,5264,6,128,8,0,0,14
0,5266,5,119,10,0,0,10
0,5270,5,115,7,0,1,9
0,5276,5,115,5,0,1,11
0,5285,5,117,5,0,3,10
0,5290,5,118,5,0,3,11
0,5293,5,104,14,0,3,17
0,5302,6,105,12,0,8,18
0,5309,6,111,9,0,8,17
0,5316,6,80,13,0,10,17
0,5322,12,71,13,0,10,23
0,5330,12,69,13,0,14,25
0,5333,18,62,19,0,14,27
0,5341,21,63,19,0,17,28
0,5348,25,62,20,0,19,29
0,5364,38,64,29,0,21,29
0,5365,48,64,24,0,23,28
0,5366,49,66,25,0,23,29
0,5374,53,57,23,0,23,31
0,5386,53,25,35,0,27,28
0,5395,53,41,36,0,23,32
0,5410,53,45,33,0,23,28
1,5423,51,50,32,0,24,28
1,5427,51,47,33,0,25,23
1,5430,49,46,31,0,23,26
1,5435,35,49,33,0,21,27
1,5442,35,50,35,0,21,26
1,5452,35,37,35,0,20,26
0,5462,30,28,30,0,19,28
0,5467,21,28,29,0,17,25
0,5473,13,31,31,0,16,25
0,5479,12,22,26,0,22,22
0,5484,12,21,26,0,23,18
0,5488,7,18,19,0,21,15
0,5492,6,21,19,0,19,13
0,5497,4,18,20,0,19,13
0,5498,4,17,15,0,18,11
0,5501,6,17,14,0,18,8
0,5504,6,19,14,0,22,7
0,5506,6,18,14,0,23,7
0,5509,5,19,14,0,21,6
0,5511,5,20,9,0,20,6
0,5513,5,14,9,0,19,7
0,5513,5,16,7,0,18,5
0,5514,5,17,5,0,15,4
0,5516,6,16,4,0,12,4
0,5518,6,20,2,0,10,4
0,5520,3,21,1,0,13,4
0,5522,2,24,2,0,23,3
0,5522,3,20,3,0,35,2
0,5525,3,21,3,0,39,2
0,5526,4,20,2,0,44,2
0,5531,4,20,2,0,48,2
0,5533,3,20,3,0,53,2
0,5533,3,20,3,0,62,4
0,5534,3,21,2,0,67,3
0,5536,2,21,3,0,69,1
0,5536,2,17,4,0,70,1
0,5536,2,26,5,0,76,1
0,5541,2,27,6,0,83,1
0,5546,2,27,6,0,92,1
0,5551,3,27,5,0,91,1
0,5553,3,28,4,0,82,0
0,5556,3,35,4,0,77,1
0,5557,1,32,5,0,74,1
0,5558,3,32,4,0,74,0
0,5559,4,40,3,0,68,0
0,5565,3,42,3,0,63,0
0,5569,2,44,2,0,53,1
0,5572,2,34,2,0,54,2
0,5575,1,37,6,0,54,2
0,5577,2,40,4,0,54,2
0,5583,3,40,6,0,51,2
0,5588,2,38,6,0,51,2
0,5595,2,43,7,0,54,2
0,5601,2,46,7,0,51,2
0,5612,3,46,7,0,50,2
0,5630,3,50,7,0,50,2
0,5641,3,51,9,0,49,2
0,5671,4,49,5,0,51,2
0,5702,7,50,6,0,43,3
0,5724,7,51,9,0,42,4
0,5744,10,51,11,0,41,5
0,5772,10,54,13,0,31,6
0,5800,11,58,18,0,28,7
0,5832,11,61,14,0,29,8
0,5872,8,66,15,0,25,9
0,5888,8,67,16,0,18,9
0,5925,8,75,17,0,18,10
0,5943,8,80,15,0,20,12
0,5971,8,81,15,0,19,11
0,6010,8,84,15,0,16,12
0,6055,9,84,16,0,16,11
0,6107,11,89,17,0,18,11
0,6188,10,90,18,0,15,10
0,6304,8,62,18,0,14,13
0,6396,9,65,19,0,15,9
0,6495,9,65,18,0,14,9
0,6562,7,66,20,0,26,9
0,6660,7,67,16,0,36,8
0,6776,8,62,16,0,54,7
0,6884,8,63,14,0,70,7
0,6984,8,64,14,0,81,7
0,7062,6,56,20,0,95,7
0,7174,6,53,20,0,118,15
0,7298,5,53,20,0,146,16
0,7432,3,50,24,0,158,14
0,7591,3,49,25,0,169,14
0,7730,4,48,29,0,179,9
0,7881,4,49,30,0,190,9
0,8052,3,48,26,0,198,9
0,8229,2,66,26,0,205,11
0,8464,7,67,28,0,205,10
0,8636,7,66,26,0,200,15
0,8847,6,73,26,0,180,15
0,9085,8,77,25,0,161,10
0,9291,9,90,28,0,134,11
0,9493,9,106,28,0,124,10
0,9724,5,125,27,0,99,10
0,9987,5,152,21,1,80,10
